id_registro,id_municipio,rede_geral,poco_ou_nascente,poço_ou_nascente_fora_da_propriedade,carro-pipa,agua_da_chuva_em_cisterna,agua_da_chuva_outra_forma,rio_acude_lago_igarapé,poço_ou_nascente_na_aldeia,poco_ou_nascente_fora_da_aldeia,outro
4095,4095,3715.0,591.0,141.0,,,,,,,
4096,4096,30671.0,11550.0,2282.0,,,3.0,205.0,,,77.0
4097,4097,2461.0,3263.0,442.0,,4.0,5.0,26.0,,,8.0
4098,4098,25009.0,4704.0,715.0,2.0,,,25.0,,,26.0
4099,4099,2979.0,809.0,329.0,,,,,,,
4100,4100,2693.0,1056.0,214.0,,,,2.0,,,2.0
4101,4101,2598.0,2083.0,676.0,,,,,,,
4102,4102,19287.0,1395.0,320.0,2.0,,,24.0,,,8.0
4103,4103,4075.0,197.0,115.0,,,,,,,
4104,4104,483170.0,17560.0,1927.0,,19.0,11.0,127.0,,,752.0
4105,4105,5175.0,1896.0,181.0,,,1.0,,,,4.0
4106,4106,3526.0,1107.0,516.0,4.0,,,3.0,,,1.0
4107,4107,4205.0,335.0,22.0,,,,6.0,,,3.0
4108,4108,7930.0,4359.0,564.0,,,,45.0,,,5.0
4109,4109,10647.0,2695.0,515.0,5.0,,,,,,7.0
4110,4110,17892.0,1166.0,615.0,,,,17.0,,,16.0
4111,4111,30560.0,1848.0,112.0,1.0,,,6.0,,,
4112,4112,15126.0,6004.0,937.0,,8.0,,23.0,,,31.0
4113,4113,1133.0,1663.0,319.0,,,,2.0,,,1.0
4114,4114,10844.0,4644.0,1409.0,,,,54.0,,,17.0
4115,4115,8331.0,3098.0,1297.0,,,,,6.0,,270.0
4116,4116,45009.0,1296.0,264.0,7.0,2.0,,,,,14.0
4117,4117,4227.0,1367.0,335.0,,,,,,,
4118,4118,25876.0,3460.0,2520.0,,,,7.0,,,4.0
4119,4119,6447.0,2051.0,274.0,,,,17.0,,,16.0
4120,4120,5073.0,1004.0,758.0,,,2.0,12.0,,,3.0
4121,4121,8349.0,1553.0,284.0,,2.0,,,,,7.0
4122,4122,332305.0,20228.0,1752.0,7.0,11.0,,127.0,,,28.0
4123,4123,5088.0,995.0,176.0,2.0,,,,,,4.0
4124,4124,4894.0,584.0,184.0,,,,,,,
4125,4125,8628.0,4170.0,1033.0,7.0,3.0,,,,,21.0
4126,4126,1632.0,2791.0,546.0,,,,5.0,,,4.0
4127,4127,3677.0,423.0,498.0,,,,,,,
4128,4128,12969.0,2099.0,411.0,3.0,,,,,,3.0
4129,4129,27121.0,96.0,1253.0,,,5.0,184.0,,,546.0
4130,4130,1216.0,2138.0,409.0,,,,13.0,,,
4131,4131,7112.0,562.0,854.0,5.0,,1.0,,,,
4132,4132,37095.0,2827.0,1622.0,5.0,,,13.0,,,20.0
4133,4133,4006.0,786.0,204.0,,,,,,,
4134,4134,1880.0,379.0,56.0,,,,,,,9.0
4135,4135,1574.0,115.0,147.0,,,,18.0,,,
4136,4136,6657.0,958.0,2761.0,69.0,,,4.0,,,
4137,4137,10235.0,1842.0,457.0,,,,,,,3.0
4138,4138,9383.0,3704.0,1949.0,,1.0,,545.0,,,51.0
4139,4139,3056.0,378.0,230.0,1.0,,,,,,
4140,4140,3465.0,255.0,100.0,,,,12.0,,,
4141,4141,1146.0,250.0,18.0,,,,,,,
4142,4142,2906.0,489.0,80.0,,,,1.0,,,2.0
4143,4143,9264.0,1965.0,498.0,,,,5.0,,,86.0
4144,4144,4165.0,2276.0,967.0,,,,,,,
4145,4145,23219.0,1853.0,1436.0,,,3.0,4.0,,,
4146,4146,2535.0,1594.0,942.0,,,,10.0,,,1.0
4147,4147,7149.0,861.0,119.0,,,,,,,1.0
4148,4148,2821.0,5468.0,1016.0,,,,83.0,1743.0,,22.0
4149,4149,11767.0,702.0,498.0,,,,9.0,,,25.0
4150,4150,5123.0,288.0,51.0,,,,,,,1.0
4151,4151,6923.0,2935.0,461.0,,,,2.0,,,10.0
4152,4152,3260.0,422.0,210.0,,,,,,,2.0
4153,4153,7042.0,523.0,17.0,,,,,,,
4154,4154,3749.0,2759.0,857.0,,,,3.0,,,3.0
4155,4155,1546.0,650.0,555.0,,,,,,,66.0
4156,4156,11932.0,8293.0,2674.0,1.0,,6.0,344.0,2.0,,67.0
4157,4157,3080.0,251.0,47.0,,,,,,,
4158,4158,4845.0,795.0,42.0,,,,,,,
4159,4159,35192.0,571.0,79.0,,,,,,,18.0
4160,4160,39259.0,2581.0,535.0,,3.0,5.0,13.0,,,146.0
4161,4161,24408.0,6444.0,664.0,,1.0,,96.0,,,358.0
4162,4162,8918.0,4898.0,873.0,,,,79.0,,,55.0
4163,4163,26299.0,2090.0,125.0,,,,,,,9.0
4164,4164,10665.0,460.0,583.0,,,,4.0,,,3.0
4165,4165,9422.0,479.0,272.0,,,,3.0,,,52.0
4166,4166,125242.0,12446.0,1032.0,7.0,12.0,13.0,65.0,,2.0,931.0
4167,4167,2504.0,239.0,39.0,,,,,,,
4168,4168,76998.0,3199.0,548.0,2.0,,1.0,333.0,,,21.0
4169,4169,4747.0,61.0,1.0,,,,,,,
4170,4170,66849.0,4289.0,671.0,,17.0,,3.0,,,61.0
4171,4171,3010.0,2173.0,220.0,,,,,,,2.0
4172,4172,4232.0,2408.0,211.0,17.0,,3.0,7.0,,,3.0
4173,4173,11067.0,2237.0,229.0,,,,,,,5.0
4174,4174,3962.0,1126.0,437.0,,,,115.0,,,10.0
4175,4175,8595.0,258.0,1216.0,,,,69.0,,,
4176,4176,4866.0,1539.0,299.0,,,,7.0,,,7.0
4177,4177,8955.0,2115.0,110.0,,,,1.0,,,16.0
4178,4178,115245.0,786.0,62.0,,61.0,27.0,,,,54.0
4179,4179,957.0,1064.0,587.0,,,,,,,3.0
4180,4180,4004.0,1848.0,337.0,,,,,,,14.0
4181,4181,18114.0,8369.0,3391.0,,4.0,4.0,101.0,,,66.0
4182,4182,17082.0,3060.0,3043.0,,,,25.0,,,120.0
4183,4183,82782.0,4841.0,494.0,7.0,10.0,,25.0,,,167.0
4184,4184,19867.0,9213.0,3219.0,,,,51.0,,,166.0
4185,4185,2018.0,374.0,415.0,7.0,,,,,,
4186,4186,2945.0,404.0,732.0,,,,,,,
4187,4187,11567.0,1501.0,460.0,,,,5.0,,,2.0
4188,4188,301471.0,4718.0,2631.0,5.0,12.0,21.0,177.0,,,728.0
4189,4189,19758.0,879.0,119.0,,4.0,2.0,4.0,,,65.0
4190,4190,12366.0,997.0,123.0,4.0,,,29.0,,,15.0
4191,4191,3975.0,428.0,46.0,,,,40.0,,,
4192,4192,1088.0,1836.0,664.0,,,,1.0,,,
4193,4193,1978.0,399.0,104.0,,,,28.0,,,2.0
4194,4194,2214.0,1283.0,449.0,,,,,,,11.0
4195,4195,2865.0,358.0,185.0,,,,,,,
4196,4196,4041.0,1013.0,536.0,,,,,,,4.0
4197,4197,4247.0,427.0,78.0,,,,,,,
4198,4198,9020.0,920.0,850.0,,,,,,,6.0
4199,4199,28560.0,17349.0,2029.0,4.0,14.0,,117.0,,,39.0
4200,4200,3448.0,1067.0,336.0,,,,3.0,,,
4201,4201,6326.0,548.0,139.0,,,,,,,4.0
4202,4202,18452.0,1026.0,197.0,,4.0,,50.0,,,19.0
4203,4203,3363.0,365.0,46.0,,4.0,,,,,
4204,4204,20731.0,7674.0,1880.0,,9.0,3.0,26.0,,,129.0
4205,4205,7735.0,2568.0,1075.0,,,,79.0,,,8.0
4206,4206,4307.0,581.0,170.0,,,,4.0,,,
4207,4207,11081.0,5225.0,647.0,,2.0,3.0,49.0,,,16.0
4208,4208,2580.0,1290.0,210.0,,,,20.0,,,22.0
4209,4209,3484.0,396.0,48.0,8.0,,,10.0,,,
4210,4210,2291.0,456.0,95.0,,,,,,,5.0
4211,4211,11906.0,2164.0,2156.0,2.0,,,5.0,,,18.0
4212,4212,10307.0,3421.0,385.0,,,,18.0,,,12.0
4213,4213,3583.0,2570.0,604.0,,,,,,,
4214,4214,17322.0,5916.0,1707.0,,3.0,4.0,101.0,,,27.0
4215,4215,4183.0,2031.0,1001.0,,,,12.0,,,21.0
4216,4216,7641.0,1413.0,1440.0,3.0,,,98.0,,,26.0
4217,4217,11541.0,1515.0,300.0,,,,34.0,,,8.0
4218,4218,6871.0,6200.0,811.0,,,,16.0,,,50.0
4219,4219,2354.0,828.0,104.0,,1.0,,,,,
4220,4220,3823.0,7534.0,2169.0,6.0,,,2.0,,,9.0
4221,4221,2362.0,1133.0,373.0,,,,11.0,,,3.0
4222,4222,21588.0,2375.0,6420.0,40.0,,,138.0,,,55.0
4223,4223,26014.0,4168.0,890.0,,,3.0,26.0,,,7.0
4224,4224,53913.0,3333.0,365.0,4.0,2.0,,,,,66.0
4225,4225,7767.0,2847.0,810.0,,,,5.0,,,11.0
4226,4226,7771.0,913.0,288.0,,,,2.0,,,4.0
4227,4227,2997.0,1645.0,881.0,,,,25.0,,,12.0
4228,4228,4790.0,822.0,463.0,,,,6.0,,,4.0
4229,4229,2565.0,1478.0,320.0,,,,,,,22.0
4230,4230,3698.0,1054.0,391.0,,,1.0,,,,4.0
4231,4231,8338.0,4623.0,649.0,,,,6.0,,,23.0
4232,4232,2933.0,556.0,214.0,,,,4.0,84.0,4.0,
4233,4233,3073.0,484.0,73.0,,,,,,,
4234,4234,5604.0,1207.0,1195.0,,,,7.0,,,1.0
4235,4235,8899.0,876.0,615.0,,,,,,,
4236,4236,21883.0,393.0,1007.0,11.0,,,15.0,,,6.0
4237,4237,1603.0,200.0,,,,,8.0,,,
4238,4238,7392.0,1017.0,302.0,,,,1.0,,,5.0
4239,4239,8661.0,3844.0,548.0,,,,3.0,,,22.0
4240,4240,2520.0,703.0,698.0,,,,,,,2.0
4241,4241,4296.0,5555.0,1593.0,,,,12.0,,,16.0
4242,4242,11156.0,1165.0,65.0,,,,6.0,,,20.0
4243,4243,2726.0,434.0,211.0,,,,,,,182.0
4244,4244,8783.0,1172.0,170.0,5.0,,,182.0,,,14.0
4245,4245,18974.0,1373.0,406.0,,,,,,,13.0
4246,4246,3417.0,1329.0,469.0,,,,,,,7.0
4247,4247,35668.0,4175.0,2563.0,3.0,7.0,,47.0,,,41.0
4248,4248,2276.0,215.0,211.0,,,,4.0,,,19.0
4249,4249,1974.0,340.0,9.0,,,3.0,71.0,,,
4250,4250,15507.0,2631.0,645.0,,5.0,,6.0,,,49.0
4251,4251,4277.0,579.0,384.0,,,,,,,5.0
4252,4252,5765.0,255.0,267.0,4.0,,,,,,1.0
4253,4253,6848.0,2971.0,1469.0,,,,29.0,,,2.0
4254,4254,6502.0,3415.0,637.0,3.0,,,,,,4.0
4255,4255,5244.0,461.0,163.0,,,,3.0,,,2.0
4256,4256,9405.0,1717.0,327.0,,,,6.0,,,1.0
4257,4257,7345.0,5017.0,1170.0,,,,5.0,,,34.0
4258,4258,6001.0,2581.0,474.0,,,2.0,10.0,,,2.0
4259,4259,4834.0,580.0,92.0,,,,,,,
4260,4260,5813.0,196.0,6.0,,,,10.0,,,
4261,4261,3892.0,1691.0,902.0,,,,,,,
4262,4262,2897.0,549.0,374.0,,,,,,,
4263,4263,233492.0,26440.0,2271.0,3.0,7.0,14.0,211.0,,,722.0
4264,4264,1939.0,130.0,13.0,,,1.0,14.0,,,
4265,4265,25475.0,14069.0,1346.0,1.0,,8.0,38.0,,,158.0
4266,4266,21148.0,2713.0,1129.0,,,,9.0,628.0,,45.0
4267,4267,4966.0,1307.0,196.0,,,,,,,3.0
4268,4268,8805.0,842.0,483.0,,,,,,,
4269,4269,1680.0,587.0,159.0,,,,58.0,,,2.0
4270,4270,7680.0,557.0,50.0,,,,238.0,,,47.0
4271,4271,4599.0,658.0,91.0,,,,,,,
4272,4272,4218.0,1425.0,949.0,,,,79.0,,,15.0
4273,4273,79399.0,818.0,2447.0,14.0,5.0,4.0,7.0,,,22.0
4274,4274,3356.0,1421.0,243.0,,,,,,,4.0
4275,4275,14750.0,1580.0,1947.0,,3.0,2.0,25.0,,,29.0
4276,4276,3540.0,710.0,313.0,,,,,,,
4277,4277,5136.0,630.0,43.0,,,3.0,,,,
4278,4278,13822.0,1572.0,173.0,,,,,,,10.0
4279,4279,14934.0,2013.0,1121.0,,2.0,,283.0,,,25.0
4280,4280,1686.0,1367.0,334.0,,,,,,,
4281,4281,5943.0,2866.0,1977.0,14.0,,,37.0,1389.0,,9.0
4282,4282,4026.0,449.0,107.0,,,,80.0,,,
4283,4283,13158.0,737.0,653.0,,,,,,,8.0
4284,4284,4781.0,744.0,273.0,,,,,,,
4285,4285,6251.0,3190.0,636.0,1.0,,1.0,,,,4.0
4286,4286,68408.0,777.0,369.0,26.0,,3.0,6.0,,,34.0
4287,4287,14319.0,1266.0,92.0,,,,5.0,,,7.0
4288,4288,12448.0,986.0,1599.0,,,,4.0,,,5.0
4289,4289,14071.0,2205.0,338.0,,,5.0,28.0,,,4.0
4290,4290,13887.0,3979.0,1193.0,3.0,,1.0,185.0,,,56.0
4291,4291,7807.0,5418.0,1030.0,,6.0,,143.0,,,32.0
4292,4292,110627.0,7240.0,975.0,,2.0,,8.0,,,3.0
4293,4293,4266.0,2740.0,1619.0,,,,21.0,121.0,,10.0
4294,4294,6459.0,4256.0,1024.0,,,,,,,13.0
4295,4295,3498.0,291.0,2401.0,,,,9.0,,,34.0
4296,4296,6770.0,1427.0,411.0,,,4.0,33.0,,,46.0
4297,4297,6641.0,816.0,533.0,,,,2.0,,,
4298,4298,7036.0,3557.0,3136.0,,,,3.0,,,41.0
4299,4299,18397.0,2468.0,531.0,,,,,,,9.0
4300,4300,92991.0,5896.0,737.0,2.0,3.0,,164.0,,,114.0
4301,4301,47430.0,3119.0,1728.0,,,,36.0,,,131.0
4302,4302,1854.0,300.0,287.0,,,,5.0,,,14.0
4303,4303,9473.0,1599.0,342.0,,4.0,,4.0,,,1.0
4304,4304,7638.0,1644.0,642.0,,,,12.0,,,7.0
4305,4305,6581.0,1587.0,774.0,1.0,,,1.0,,,3.0
4306,4306,4553.0,2692.0,622.0,,,,,,,
4307,4307,2056.0,1577.0,316.0,,,,,,,
4308,4308,4165.0,1719.0,590.0,,,,,,,10.0
4309,4309,15501.0,2220.0,1409.0,,,,,,,23.0
4310,4310,4050.0,668.0,1273.0,,,,14.0,,,4.0
4311,4311,1503.0,907.0,229.0,,,,1.0,,,4.0
4312,4312,9481.0,5963.0,1549.0,,,,18.0,,,9.0
4313,4313,5904.0,2705.0,664.0,,,,16.0,,,3.0
4314,4314,1874.0,2562.0,433.0,,,,16.0,,,7.0
4315,4315,3426.0,2644.0,829.0,,,,14.0,,,8.0
4316,4316,3325.0,2071.0,545.0,,3.0,,3.0,,,3.0
4317,4317,1407.0,739.0,274.0,,,,,,,
4318,4318,1404.0,1790.0,2287.0,,,,25.0,,,20.0
4319,4319,2397.0,3742.0,2906.0,,6.0,,299.0,,,3.0
4320,4320,1113.0,668.0,223.0,,,,,,,1.0
4321,4321,3192.0,2696.0,443.0,10.0,4.0,3.0,4.0,,,2.0
4322,4322,701.0,2995.0,1488.0,,,3.0,12.0,,,
4323,4323,4927.0,2275.0,1365.0,,,,13.0,,,16.0
4324,4324,990.0,1586.0,638.0,,,,,,,
4325,4325,3347.0,1936.0,2147.0,,6.0,,7.0,,,
4326,4326,5930.0,1463.0,1080.0,4.0,,4.0,1047.0,,,19.0
4327,4327,1661.0,1623.0,890.0,,,,3.0,,,
4328,4328,13305.0,10796.0,552.0,,23.0,13.0,17.0,,,36.0
4329,4329,34730.0,24369.0,430.0,,1.0,,2.0,,,1359.0
4330,4330,3680.0,2653.0,1397.0,,,,,,,
4331,4331,2467.0,500.0,524.0,,,,3.0,,,
4332,4332,570.0,1242.0,406.0,,3.0,,18.0,,,5.0
4333,4333,6344.0,794.0,128.0,,,,108.0,,,
4334,4334,1190.0,1829.0,266.0,,,,,,,
4335,4335,1137.0,2881.0,1513.0,3.0,,1.0,6.0,,,
4336,4336,8732.0,780.0,8.0,,,2.0,,,,21.0
4337,4337,7066.0,1270.0,56.0,,3.0,2.0,,,,17.0
4338,4338,102464.0,3269.0,1276.0,3.0,11.0,1.0,16.0,,,18.0
4339,4339,3210.0,4831.0,47.0,,,,,,,77.0
4340,4340,13884.0,2981.0,98.0,,4.0,2.0,24.0,,,22.0
4341,4341,1209.0,1417.0,243.0,,3.0,,13.0,,,14.0
4342,4342,1153.0,605.0,111.0,,,,,,,3.0
4343,4343,19243.0,2739.0,228.0,,,,60.0,,,22.0
4344,4344,634.0,5162.0,156.0,,,,27.0,,,5.0
4345,4345,1617.0,731.0,266.0,8.0,,,,,,1.0
4346,4346,3747.0,4785.0,1606.0,4.0,,,41.0,,,116.0
4347,4347,47134.0,2388.0,7940.0,,,4.0,508.0,,,48.0
4348,4348,283805.0,15792.0,6528.0,10.0,39.0,17.0,145.0,,,79.0
4349,4349,934.0,1348.0,913.0,,,,13.0,,,55.0
4350,4350,1959.0,1454.0,949.0,,,5.0,11.0,,,1.0
4351,4351,1773.0,615.0,127.0,,,,2.0,,,
4352,4352,1503.0,526.0,86.0,,,,4.0,,,4.0
4353,4353,6320.0,1703.0,813.0,,,,10.0,,,35.0
4354,4354,10475.0,2683.0,785.0,2.0,6.0,4.0,19.0,,,14.0
4355,4355,3069.0,668.0,711.0,,,,3.0,,,
4356,4356,19422.0,7934.0,1566.0,,8.0,,2.0,,,9.0
4357,4357,2042.0,1144.0,184.0,,,,,,,
4358,4358,1171.0,1105.0,568.0,,,,,,,5.0
4359,4359,89716.0,10916.0,3727.0,,5.0,8.0,459.0,,,7.0
4360,4360,60286.0,6896.0,2922.0,15.0,,4.0,12.0,,,122.0
4361,4361,3599.0,1474.0,1061.0,,,,9.0,,,2.0
4362,4362,2146.0,1134.0,90.0,,,,,,,15.0
4363,4363,55480.0,5110.0,1452.0,,,3.0,21.0,,,122.0
4364,4364,6981.0,3469.0,1142.0,,,,55.0,,,18.0
4365,4365,4652.0,1960.0,770.0,,,,13.0,,,9.0
4366,4366,5794.0,2861.0,554.0,,2.0,2.0,18.0,,,20.0
4367,4367,27268.0,4227.0,1055.0,,7.0,,42.0,,,46.0
4368,4368,8689.0,732.0,1151.0,,3.0,3.0,,,,
4369,4369,39442.0,11896.0,888.0,1.0,3.0,4.0,75.0,,,81.0
4370,4370,953.0,1061.0,736.0,,,,,,,3.0
4371,4371,18222.0,1282.0,1128.0,,,4.0,3.0,,,5.0
4372,4372,20161.0,1072.0,391.0,,,,8.0,,,30.0
4373,4373,7848.0,1332.0,321.0,,,,7.0,,,7.0
4374,4374,2132.0,1437.0,826.0,5.0,,,,,,5.0
4375,4375,1796.0,664.0,292.0,,,,3.0,,,
4376,4376,1451.0,1441.0,598.0,,,2.0,81.0,,,
4377,4377,236.0,1910.0,605.0,,,,6.0,,,
4378,4378,147155.0,20208.0,13985.0,4.0,17.0,2.0,57.0,,,243.0
4379,4379,13574.0,1376.0,198.0,,,,,,,
4380,4380,58352.0,7089.0,2722.0,47.0,21.0,5.0,46.0,,,18.0
4381,4381,1350.0,841.0,1575.0,,,,,,,
4382,4382,7624.0,1826.0,707.0,,2.0,,1.0,,,21.0
4383,4383,894.0,1031.0,503.0,,,,4.0,,,22.0
4384,4384,12373.0,1433.0,765.0,,,,6.0,,,18.0
4385,4385,9124.0,3521.0,1130.0,,,,19.0,,,1.0
4386,4386,181757.0,5626.0,2311.0,2.0,14.0,321.0,16.0,,,309.0
4387,4387,6670.0,3199.0,661.0,,1.0,,,,,22.0
4388,4388,484.0,1266.0,112.0,,9.0,,,,,
4389,4389,31144.0,2982.0,3092.0,,4.0,1.0,,,,245.0
4390,4390,4430.0,3197.0,942.0,10.0,8.0,1.0,17.0,,,10.0
4391,4391,10927.0,3270.0,488.0,,,,10.0,,,39.0
4392,4392,1856.0,1593.0,244.0,,,,6.0,,,
4393,4393,1710.0,1011.0,842.0,,,,,,,35.0
4394,4394,884.0,1599.0,522.0,,,,,13.0,,
4395,4395,764.0,1152.0,106.0,,,,,,,8.0
4396,4396,3054.0,869.0,396.0,13.0,,,,,,6.0
4397,4397,7631.0,1691.0,1216.0,,,5.0,93.0,,,2.0
4398,4398,1414.0,143.0,26.0,,,,,,,
4399,4399,388806.0,13225.0,12415.0,6.0,249.0,58.0,1125.0,,,1575.0
4400,4400,1442.0,698.0,442.0,13.0,,,,,,
4401,4401,18199.0,4092.0,97.0,51.0,,,2.0,,,20.0
4402,4402,28395.0,3448.0,2503.0,,,4.0,9.0,,,75.0
4403,4403,775.0,1031.0,667.0,,,,,,,
4404,4404,1974.0,1259.0,224.0,,,2.0,,,,11.0
4405,4405,13283.0,2892.0,1773.0,,17.0,,20.0,,,18.0
4406,4406,11136.0,1365.0,1763.0,6.0,5.0,1.0,362.0,,,29.0
4407,4407,49745.0,7092.0,688.0,,2.0,5.0,208.0,,,25.0
4408,4408,12025.0,219.0,643.0,,,,78.0,,,18.0
4409,4409,3019.0,2091.0,1084.0,,,,,,,4.0
4410,4410,5207.0,2097.0,3290.0,,,,15.0,,,2.0
4411,4411,11428.0,5532.0,1422.0,,,,19.0,,,11.0
4412,4412,7465.0,1767.0,1220.0,,3.0,,4.0,,,9.0
4413,4413,25368.0,8525.0,1073.0,,,,102.0,,,10.0
4414,4414,3885.0,872.0,134.0,,,,1.0,,,4.0
4415,4415,2141.0,1968.0,563.0,,,,,,,4.0
4416,4416,19257.0,1027.0,891.0,,,,,,,16.0
4417,4417,1338.0,499.0,98.0,,,,4.0,,,
4418,4418,2034.0,1054.0,264.0,,,,4.0,,,5.0
4419,4419,13237.0,3229.0,706.0,,4.0,,74.0,,,16.0
4420,4420,46450.0,10940.0,617.0,,,,4.0,,,642.0
4421,4421,6872.0,3841.0,1158.0,,,,87.0,,,383.0
4422,4422,6910.0,1478.0,2962.0,,,,284.0,,,12.0
4423,4423,34481.0,4384.0,790.0,,6.0,,7.0,,,68.0
4424,4424,1830.0,3215.0,638.0,,,,,,,
4425,4425,49810.0,4111.0,650.0,,,2.0,89.0,,,15.0
4426,4426,2037.0,617.0,70.0,,,,3.0,,,
4427,4427,3034.0,1313.0,381.0,,1.0,,4.0,,,
4428,4428,4859.0,3028.0,469.0,,16.0,,1.0,,,
4429,4429,2337.0,1594.0,2714.0,,4.0,,,130.0,,16.0
4430,4430,4346.0,1603.0,1196.0,,,,5.0,,,5.0
4431,4431,2798.0,868.0,565.0,,,,4.0,,,9.0
4432,4432,7007.0,1683.0,785.0,,,2.0,13.0,,,7.0
4433,4433,1654.0,391.0,46.0,,,,5.0,,,
4434,4434,3503.0,5854.0,950.0,,6.0,,19.0,,,5.0
4435,4435,4372.0,1243.0,752.0,25.0,,,,,,8.0
4436,4436,10091.0,8836.0,1233.0,,10.0,5.0,28.0,,,44.0
4437,4437,172918.0,5523.0,3088.0,3.0,24.0,14.0,521.0,,,400.0
4438,4438,41463.0,839.0,2673.0,5.0,8.0,4.0,85.0,,,515.0
4439,4439,11491.0,3225.0,551.0,,21.0,,,,,21.0
4440,4440,12740.0,1535.0,307.0,,2.0,9.0,9.0,,,49.0
4441,4441,13122.0,6904.0,2089.0,,4.0,,,,,
4442,4442,1687.0,1188.0,1152.0,5.0,3.0,,2.0,,,
4443,4443,5876.0,2871.0,1852.0,,,,,,,
4444,4444,9003.0,7844.0,378.0,,,,,,,37.0
4445,4445,125312.0,13895.0,2725.0,,20.0,2.0,262.0,,,35.0
4446,4446,996.0,671.0,91.0,,,,,,,2.0
4447,4447,24298.0,1719.0,793.0,2.0,4.0,,17.0,,,18.0
4448,4448,488746.0,14054.0,8087.0,12.0,51.0,37.0,232.0,,,967.0
4449,4449,2372.0,1856.0,462.0,,,1.0,18.0,,,2.0
4450,4450,933.0,1085.0,117.0,,,,2.0,,,9.0
4451,4451,1125.0,358.0,709.0,4.0,,,,,,
4452,4452,150468.0,3848.0,1295.0,2.0,3.0,4.0,28.0,,,411.0
4453,4453,39093.0,6106.0,5102.0,,8.0,8.0,471.0,,,648.0
4454,4454,610.0,518.0,360.0,,,,,,,
4455,4455,3476.0,2116.0,362.0,,,,1.0,,,
4456,4456,11624.0,1594.0,1085.0,,,,38.0,,,
4457,4457,7738.0,3505.0,527.0,,,,15.0,,,31.0
4458,4458,673.0,1921.0,734.0,,,,6.0,,,
4459,4459,2384.0,2021.0,219.0,,,,,,,
4460,4460,6562.0,3079.0,522.0,,4.0,,55.0,,,2.0
4461,4461,2688.0,5811.0,1815.0,,2.0,,8.0,,,38.0
4462,4462,4365.0,848.0,364.0,,,,,,,
4463,4463,500.0,992.0,311.0,,,,,,,
4464,4464,41164.0,9118.0,2243.0,,,,16.0,,,55.0
4465,4465,1095.0,1413.0,761.0,,,,7.0,,,
4466,4466,2389.0,4723.0,274.0,,1.0,,30.0,,,27.0
4467,4467,3271.0,2970.0,93.0,,,,6.0,,,12.0
4468,4468,19340.0,1854.0,729.0,,,7.0,,,,1.0
4469,4469,787.0,252.0,1163.0,,,,,,,1.0
4470,4470,5160.0,8852.0,612.0,,,,,,,20.0
4471,4471,1462.0,1089.0,281.0,,,,,,,1.0
4472,4472,2836.0,3792.0,341.0,,,,4.0,,,6.0
4473,4473,941.0,1053.0,485.0,,,,25.0,,,
4474,4474,3338.0,573.0,92.0,,,,4.0,,,
4475,4475,7350.0,2258.0,281.0,,37.0,4.0,2.0,,,15.0
4476,4476,8167.0,734.0,361.0,2.0,,,,,,20.0
4477,4477,4418.0,3556.0,304.0,,,,21.0,,,20.0
4478,4478,11803.0,2905.0,1371.0,,3.0,1.0,,,,4.0
4479,4479,1448.0,1179.0,245.0,,,,,,,16.0
4480,4480,55999.0,2821.0,1115.0,,6.0,10.0,331.0,,,91.0
4481,4481,3600.0,603.0,59.0,,,,,,,3.0
4482,4482,2094.0,1056.0,1101.0,,4.0,,4.0,,,
4483,4483,7207.0,3115.0,1818.0,,,,5.0,,,
4484,4484,10766.0,1965.0,472.0,,3.0,,6.0,,,6.0
4485,4485,810.0,1525.0,320.0,,4.0,,,,,79.0
4486,4486,15484.0,3824.0,2049.0,,,,15.0,,,2.0
4487,4487,14858.0,1164.0,227.0,,,,51.0,,,18.0
4488,4488,5718.0,945.0,665.0,,,,1.0,,,3.0
4489,4489,909.0,1148.0,208.0,,,,,,,1.0
4490,4490,1078.0,583.0,92.0,,,,4.0,,,
4491,4491,890.0,1022.0,416.0,,,,25.0,,,
4492,4492,124643.0,5076.0,5836.0,3.0,12.0,13.0,996.0,,,133.0
4493,4493,5038.0,2235.0,423.0,,,,1.0,,,14.0
4494,4494,904.0,1049.0,405.0,,,,9.0,,,6.0
4495,4495,11628.0,3580.0,672.0,9.0,1.0,5.0,10.0,,,55.0
4496,4496,9352.0,7767.0,734.0,,,,21.0,,,
4497,4497,1631.0,1922.0,453.0,,,,7.0,,,10.0
4498,4498,2171.0,4143.0,268.0,,,,,,,2.0
4499,4499,1633.0,2184.0,584.0,,,,,,,3.0
4500,4500,4274.0,316.0,1316.0,,,,759.0,,,5.0
4501,4501,1449.0,1780.0,864.0,,,,,,,1.0
4502,4502,20139.0,3963.0,751.0,,1.0,,,,,138.0
4503,4503,1792.0,1004.0,182.0,,3.0,,4.0,,,
4504,4504,1973.0,3147.0,984.0,,,,20.0,,,4.0
4505,4505,12789.0,2769.0,686.0,,3.0,,,,,1.0
4506,4506,1894.0,854.0,370.0,,,,,,,3.0
4507,4507,3204.0,841.0,721.0,,,,,,,2.0
4508,4508,1565.0,849.0,229.0,4.0,,,,,,
4509,4509,20895.0,5935.0,718.0,,,,,,,17.0
4510,4510,3824.0,566.0,463.0,,,,4.0,,,28.0
4511,4511,2942.0,227.0,128.0,,,,,,,
4512,4512,7770.0,1481.0,1632.0,,,,7.0,,,39.0
4513,4513,13159.0,732.0,1912.0,14.0,,8.0,9.0,,,199.0
